,A.2.5,AY.1,AY.2,AY.3,B.1,B.1.1,B.1.1.519,B.1.1.529,B.1.1.7,B.1.2,B.1.234,B.1.243,B.1.351,B.1.427,B.1.429,B.1.525,B.1.526,B.1.526.1,B.1.526.2,B.1.596,B.1.617,B.1.617.1,B.1.617.2,B.1.617.3,B.1.621,B.1.621.1,B.1.626,B.1.628,BA.1.1,BA.2,BA.2.12.1,BA.2.75,BA.2.75.2,BA.2.86,BA.4,BA.4.6,BA.5,BA.5.2.6,BF.11,BF.7,BN.1,BQ.1,BQ.1.1,CH.1.1,EG.5,EG.5.1.8,EG.6.1,EU.1.1,FD.1.1,FD.2,FE.1.1,FL.1.5.1,GE.1,GK.1.1,GK.2,HF.1,HK.3,HV.1,JD.1.1,JF.1,JG.3,JN.1,JN.1.11.1,JN.1.13,JN.1.13.1,JN.1.16,JN.1.16.1,JN.1.18,JN.1.18.6,JN.1.32,JN.1.4.3,JN.1.7,JN.1.8.1,KP.1.1,KP.1.1.3,KP.1.2,KP.2,KP.2.15,KP.2.3,KP.3,KP.3.1.1,KP.4.1,KQ.1,KS.1,KV.2,KW.1.1,LB.1,LB.1.3.1,LF.3.1,LF.7,LF.7.2.1,LF.7.7.1,LF.7.7.2,LP.1,LP.8.1,MC.1,MC.10.1,MC.19,MC.28.1,NA,Other,P.1,P.2,PA.1,R.1,XBB,XBB.1.16,XBB.1.16.1,XBB.1.16.11,XBB.1.16.15,XBB.1.16.17,XBB.1.16.6,XBB.1.42.2,XBB.1.5,XBB.1.5.1,XBB.1.5.10,XBB.1.5.59,XBB.1.5.68,XBB.1.5.70,XBB.1.5.72,XBB.1.9.1,XBB.1.9.2,XBB.2.3,XBB.2.3.8,XDP,XDV.1,XEC,XEC.4,XEK,XEQ,XFC
2021-01-12,,,,,0.033204151051385,,0.006794659154755712,,0.0024217544456145287,0.5764031410217285,0.01620734549526654,0.01809429350708207,0.0,0.0037863199998225293,0.013226284512451687,0.0,0.0004183732172740285,,,0.10029635046209605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22204060001032694,0.0,0.0071067090279289275,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-13,,,,,0.03399514247264175,,0.007392166914152234,,0.0024554426449217713,0.5747632086277008,0.015381987007068706,0.01826624692018538,0.0,0.003306992218962722,0.012800700164266965,0.0,0.00031377991295552144,,,0.10009340356503212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22341352807624,0.0,0.00781737993072182,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-14,,,,,0.0347861338938985,,0.007989674673548755,,0.0024891308442290144,0.5731232762336731,0.014556628518870872,0.018438200333288687,0.0,0.0028276644381029148,0.012375115816082242,0.0,0.00020918660863701436,,,0.09989045666796817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22478645614215306,0.0,0.008528050833514714,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-15,,,,,0.03557712531515525,,0.008587182432945277,,0.002522819043536257,0.5714833438396454,0.013731270030673036,0.018610153746391994,0.0,0.0023483366572431075,0.011949531467897522,0.0,0.00010459330431850707,,,0.09968750977090424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2261593842080661,0.0,0.009238721736307607,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,,,,,0.036368116736412,,0.0091846901923418,,0.0025565072428435,0.5698434114456177,0.0129059115424752,0.0187821071594953,0.0,0.0018690088763833,0.0115239471197128,0.0,0.0,,,0.0994845628738403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2275323122739792,0.0,0.0099493926391005,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-17,,,,,0.036248074904955005,,0.010077312309294931,,0.0027201988821936116,0.5731488877818698,0.013759164738335756,0.017896666324564336,0.0002837009820063654,0.003045230187925983,0.012264624268717132,2.4450997243746702e-05,6.20386492880555e-05,,,0.09896615009222709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24164343314183936,0.0,0.010341365482392003,,0.0001531766694305143,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-18,,,,,0.03612803307349801,,0.010969934426248062,,0.002883890521543723,0.5764543641181219,0.014612417934196313,0.017011225489633373,0.0005674019640127308,0.004221451499468665,0.013005301417721465,4.8901994487493405e-05,0.000124077298576111,,,0.09844773731061388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25575455400969954,0.0,0.010733338325683508,,0.0003063533388610286,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-19,,,,,0.036007991242041015,,0.011862556543201194,,0.0030475821608938348,0.579759840454374,0.015465671130056872,0.016125784654702408,0.0008511029460190962,0.005397672811011348,0.013745978566725797,7.335299173124011e-05,0.00018611594786416649,,,0.09792932452900066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26986567487755975,0.0,0.011125311168975012,,0.0004595300082915429,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-20,,,,,0.03588794941058402,,0.012755178660154326,,0.0032112738002439464,0.5830653167906261,0.016318924325917427,0.015240343819771445,0.0011348039280254616,0.006573894122554031,0.014486655715730129,9.780398897498681e-05,0.000248154597152222,,,0.09741091174738743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28397679574541995,0.0,0.011517284012266517,,0.0006127066777220572,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,,,,,0.035767907579127026,,0.013647800777107456,,0.003374965439594058,0.5863707931268782,0.017172177521777986,0.01435490298484048,0.001418504910031827,0.007750115434096714,0.015227332864734463,0.00012225498621873352,0.0003101932464402775,,,0.09689249896577422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2980879166132801,0.0,0.01190925685555802,,0.0007658833471525714,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-22,,,,,0.03564786574767003,,0.014540422894060588,,0.0035386570789441695,0.5896762694631303,0.01802543071763854,0.013469462149909515,0.0017022058920381925,0.008926336745639396,0.015968010013738793,0.00014670598346248022,0.00037223189572833297,,,0.096374086184161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3121990374811403,0.0,0.012301229698849524,,0.0009190600165830858,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,,,,,0.035527823916213036,,0.01543304501101372,,0.003702348718294281,0.5929817457993825,0.0188786839134991,0.012584021314978551,0.0019859068740445576,0.01010255805718208,0.016708687162743128,0.00017115698070622692,0.00043427054501638847,,,0.09585567340254779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32631015834900046,0.0,0.012693202542141029,,0.0010722366860136,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,,,,,0.03540778208475604,,0.01632566712796685,,0.0038660403576443927,0.5962872221356347,0.019731937109359658,0.011698580480047587,0.002269607856050923,0.011278779368724762,0.01744936431174746,0.00019560797794997362,0.000496309194304444,,,0.09533726062093457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34042127921686066,0.0,0.013085175385432534,,0.0012254133554441143,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,,,,,0.035287740253299046,,0.017218289244919985,,0.004029731996994504,0.5995926984718868,0.020585190305220213,0.010813139645116623,0.0025533088380572887,0.012455000680267444,0.01819004146075179,0.00022005897519372032,0.0005583478435924995,,,0.09481884783932136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35453240008472087,0.0,0.013477148228724038,,0.0013785900248746287,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,,,,,0.03516769842184205,,0.018110911361873115,,0.004193423636344616,0.6028981748081389,0.02143844350108077,0.009927698810185659,0.002837009820063654,0.013631221991810128,0.018930718609756127,0.00024450997243746704,0.000620386492880555,,,0.09430043505770815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368643520952581,0.0,0.013869121072015541,,0.0015317666943051428,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,,,,,0.03504765659038506,,0.019003533478826246,,0.004357115275694727,0.606203651144391,0.022291696696941327,0.009042257975254694,0.0031207108020700194,0.01480744330335281,0.01967139575876046,0.00026896096968121374,0.0006824251421686104,,,0.09378202227609492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3827546418204412,0.0,0.014261093915307046,,0.0016849433637356572,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,,,,,0.03492761475892806,,0.019896155595779376,,0.004520806915044839,0.6095091274806431,0.023144949892801886,0.008156817140323729,0.003404411784076385,0.015983664614895494,0.02041207290776479,0.00029341196692496044,0.0007444637914566659,,,0.0932636094944817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3968657626883014,0.0,0.01465306675859855,,0.0018381200331661716,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,,,,,0.03480757292747107,,0.020788777712732506,,0.004684498554394951,0.6128146038168952,0.02399820308866244,0.007271376305392764,0.00368811276608275,0.017159885926438176,0.021152750056769122,0.00031786296416870714,0.0008065024407447215,,,0.09274519671286849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4109768835561616,0.0,0.015045039601890055,,0.0019912967025966857,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,0.0,0.0,0.0,0.0,0.03468753109601407,0.0174100343137979,0.02168139982968564,,0.004848190193745062,0.6161200801531473,0.024851456284523,0.0063859354704618,0.003971813748089115,0.01833610723798086,0.021893427205773454,0.00034231396141245384,0.0008685410900327769,0.0,0.0017862181606081169,0.09222678393125527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4250880044240218,0.0,0.015437012445181558,,0.0021444733720272,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,0.0,0.0,0.0,0.0,0.0332762611086492,0.017377958766051648,0.023852294164576654,,0.006449203223442872,0.6138764326534574,0.0244696084409952,0.007569725226078672,0.0036881127660827497,0.018449107747893358,0.02318798250181002,0.00031786296416870714,0.0010013218318587825,9.238120678457024e-05,0.0016906493533280264,0.09036596694162907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42351665769468294,3.3482254366387365e-05,0.016012701212561507,,0.002109451144601007,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,0.0,0.0,0.0,0.0,0.03186499112128433,0.017345883218305398,0.026023188499467664,,0.008050216253140683,0.6116327851537674,0.024087760597467398,0.008753514981695543,0.0034044117840763845,0.018562108257805857,0.02448253779784659,0.00029341196692496044,0.001134102573684788,0.00018476241356914049,0.0015950805460479358,0.08850514995200287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42194531096534416,6.696450873277473e-05,0.016588389979941456,,0.002074428917174814,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-02,0.0,0.0,0.0,0.0,0.030453721133919462,0.01731380767055915,0.028194082834358678,,0.009651229282838493,0.6093891376540774,0.0237059127539396,0.009937304737312415,0.003120710802070019,0.018675108767718353,0.025777093093883156,0.00026896096968121374,0.0012668833155107934,0.0002771436203537107,0.0014995117387678453,0.08664433296237667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4203739642360053,0.00010044676309916209,0.017164078747321405,,0.002039406689748621,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,0.0,0.0,0.0,0.0,0.029042451146554592,0.0172817321228129,0.030364977169249692,,0.011252242312536301,0.6071454901543875,0.0233240649104118,0.011121094492929286,0.002837009820063654,0.01878810927763085,0.027071648389919725,0.00024450997243746704,0.001399664057336799,0.00036952482713828097,0.001403942931487755,0.08478351597275047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4188026175066665,0.00013392901746554946,0.01773976751470135,,0.0020043844623224283,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-04,0.0,0.0,0.0,0.0,0.02763118115918972,0.01724965657506665,0.03253587150414071,,0.012853255342234112,0.6049018426546975,0.022942217066884,0.012304884248546158,0.0025533088380572883,0.018901109787543346,0.02836620368595629,0.00022005897519372032,0.0015324447991628045,0.00046190603392285123,0.0013083741242076643,0.08292269898312427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41723127077732763,0.00016741127183193683,0.0183154562820813,,0.001969362234896236,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-05,0.0,0.0,0.0,0.0,0.02621991117182485,0.0172175810273204,0.03470676583903172,,0.014454268371931922,0.6026581951550075,0.0225603692233562,0.01348867400416303,0.0022696078560509227,0.019014110297455845,0.029660758981992857,0.00019560797794997362,0.00166522554098881,0.0005542872407074214,0.001212805316927574,0.08106188199349806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41565992404798885,0.00020089352619832417,0.01889114504946125,,0.0019343400074700427,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-06,0.0,0.0,0.0,0.0,0.02480864118445998,0.017185505479574148,0.03687766017392273,,0.016055281401629734,0.6004145476553175,0.022178521379828398,0.0146724637597799,0.0019859068740445576,0.01912711080736834,0.030955314278029427,0.00017115698070622692,0.0017980062828148154,0.0006466684474919917,0.0011172365096474835,0.07920106500387186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41408857731865,0.00023437578056471155,0.019466833816841198,,0.00189931778004385,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-07,0.0,0.0,0.0,0.0,0.02339737119709511,0.0171534299318279,0.03904855450881374,,0.017656294431327543,0.5981709001556275,0.0217966735363006,0.015856253515396775,0.001702205892038192,0.019240111317280838,0.032249869574066,0.00014670598346248022,0.0019307870246408208,0.0007390496542765619,0.001021667702367393,0.07734024801424567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41251723058931117,0.0002678580349310989,0.020042522584221147,,0.0018642955526176571,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-08,0.0,0.0,0.0,0.0,0.02198610120973024,0.01712135438408165,0.04121944884370476,,0.01925730746102535,0.5959272526559375,0.0214148256927728,0.017040043271013647,0.0014185049100318265,0.019353111827193337,0.03354442487010256,0.00012225498621873352,0.0020635677664668263,0.0008314308610611322,0.0009260988950873024,0.07547943102461947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4109458838599724,0.0003013402892974863,0.020618211351601093,,0.0018292733251914642,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,0.0,0.0,0.0,0.0,0.02057483122236537,0.0170892788363354,0.043390343178595775,,0.020858320490723163,0.5936836051562475,0.021032977849245,0.018223833026630516,0.0011348039280254614,0.019466112337105834,0.03483898016613913,9.78039889749868e-05,0.0021963485082928317,0.0009238120678457025,0.0008305300878072119,0.07361861403499327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40937453713063354,0.00033482254366387366,0.021193900118981042,,0.0017942510977652713,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-10,0.0,0.0,0.0,0.0,0.0191635612350005,0.01705720328858915,0.045561237513486785,,0.022459333520420975,0.5914399576565575,0.0206511300057172,0.019407622782247388,0.0008511029460190958,0.01957911284701833,0.036133535462175695,7.33529917312401e-05,0.0023291292501188376,0.0010161932746302726,0.0007349612805271214,0.07175779704536707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4078031904012947,0.00036830479803026103,0.02176958888636099,,0.0017592288703390784,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-11,0.0,0.0,0.0,0.0,0.01775229124763563,0.017025127740842902,0.047732131848377796,,0.02406034655011878,0.5891963101568676,0.0202692821621894,0.02059141253786426,0.0005674019640127302,0.019692113356930826,0.03742809075821227,4.89019944874934e-05,0.002461909991944843,0.0011085744814148429,0.0006393924732470311,0.06989698005574087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40623184367195586,0.00040178705239664835,0.02234527765374094,,0.0017242066429128855,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12,0.0,0.0,0.0,0.0,0.01634102126027076,0.01699305219309665,0.049903026183268806,,0.025661359579816592,0.5869526626571776,0.0198874343186616,0.02177520229348113,0.0002837009820063651,0.019805113866843325,0.038722646054248834,2.44509972437467e-05,0.0025946907337708485,0.0012009556881994131,0.0005438236659669406,0.06803616306611467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4046604969426171,0.0004352693067630357,0.02292096642112089,,0.0016891844154866928,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,0.0,0.0,0.0,0.0,0.01492975127290589,0.0169609766453504,0.05207392051815982,,0.0272623726095144,0.5847090151574876,0.0195055864751338,0.022958992049098,0.0,0.01991811437675582,0.0400172013502854,0.0,0.002727471475596854,0.0012933368949839834,0.00044825485868685,0.06617534607648846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40308915021327824,0.0004687515611294231,0.023496655188500838,,0.0016541621880605,,,,,,,,,,,,,,,,,,,,,,,,,,
